Violation_ID,Violation_Date,Violation_Time,City,Area,Vehicle_Type,Violation_Type,Fine_Amount,Payment_Status,Payment_Date,Camera_Type,Repeat_Offender,Challan_Source,Weather_Condition
CHL2024_053626,2024-04-21,20:27,Pune,Wakad,Bike,Signal Jumping,1236,Paid,2024-04-26,CCTV Camera,No,On-ground Police,Rainy
CHL2024_053627,2024-08-25,19:50,Mumbai,Powai,Bike,Signal Jumping,1295,Paid,2024-09-09,Speed Camera,No,On-ground Police,Clear
CHL2024_053628,2024-01-30,10:42,Delhi,Janakpuri,Bike,Driving on Wrong Side,1783,Unpaid,,Speed Camera,No,On-ground Police,Clear
CHL2024_053629,2024-01-28,08:37,Indore,Sudama Nagar,Car,Signal Jumping,1963,Unpaid,,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_053630,2024-10-02,10:34,Mumbai,Malad,Bike,Wrong Parking,1208,Paid,2024-10-03,CCTV Camera,No,On-ground Police,Rainy
CHL2024_053631,2024-04-11,18:56,Mumbai,Bandra,Bike,No Helmet,759,Unpaid,,Speed Camera,Yes,Automated Camera,Foggy
CHL2024_053632,2024-11-07,20:56,Ahmedabad,Vastrapur,Bike,Driving on Wrong Side,1953,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_053633,2024-12-01,09:41,Pune,Shivajinagar,Bike,No Helmet,1000,Paid,2024-12-03,Speed Camera,No,On-ground Police,Foggy
CHL2024_053634,2024-12-06,21:53,Mumbai,Powai,Auto,Signal Jumping,1825,Unpaid,,CCTV Camera,Yes,On-ground Police,Foggy
CHL2024_053635,2024-06-08,20:42,Hyderabad,Gachibowli,Auto,Driving on Wrong Side,1081,Paid,2024-06-12,Speed Camera,No,Automated Camera,Foggy
CHL2024_053636,2024-07-01,19:32,Mumbai,Powai,Car,No Helmet,607,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_053637,2024-10-22,17:08,Delhi,Lajpat Nagar,Truck,No Helmet,529,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_053638,2024-07-06,21:32,Mumbai,Malad,Bike,No Seatbelt,776,Paid,2024-07-12,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_053639,2024-03-18,01:39,Nagpur,Trimurti Nagar,Truck,Over Speeding,1698,Paid,2024-03-22,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_053640,2024-08-09,21:56,Surat,Nanpura,Truck,Wrong Parking,1300,Paid,2024-08-09,CCTV Camera,No,Automated Camera,Foggy
CHL2024_053641,2024-02-27,09:43,Hyderabad,LB Nagar,Truck,Over Speeding,2622,Paid,2024-03-01,Speed Camera,Yes,Automated Camera,Clear
CHL2024_053642,2024-05-07,09:44,Chennai,Tambaram,Car,Signal Jumping,1567,Paid,2024-05-16,CCTV Camera,No,Automated Camera,Foggy
CHL2024_053643,2024-04-16,20:55,Ahmedabad,Bopal,Truck,Wrong Parking,630,Paid,2024-04-26,Traffic Police Handheld,Yes,On-ground Police,Rainy
CHL2024_053644,2024-02-19,10:45,Surat,Adajan,Auto,Driving on Wrong Side,1192,Paid,2024-03-02,CCTV Camera,No,On-ground Police,Foggy
CHL2024_053645,2024-02-24,08:47,Bengaluru,Whitefield,Bike,Signal Jumping,1387,Paid,2024-03-09,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053646,2024-11-28,08:12,Nagpur,Manish Nagar,Truck,Driving on Wrong Side,1536,Paid,2024-12-10,Speed Camera,No,On-ground Police,Rainy
CHL2024_053647,2024-04-29,09:03,Surat,Vesu,Bike,Driving on Wrong Side,1656,Paid,2024-05-06,CCTV Camera,No,Automated Camera,Clear
CHL2024_053648,2024-12-24,15:59,Pune,Shivajinagar,Bike,Driving on Wrong Side,1457,Unpaid,,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_053649,2024-12-23,10:13,Ahmedabad,Gota,Bike,No Seatbelt,590,Paid,2024-12-30,Speed Camera,No,On-ground Police,Clear
CHL2024_053650,2024-12-04,21:02,Pune,Kothrud,Bike,No Seatbelt,563,Paid,2024-12-12,CCTV Camera,No,On-ground Police,Foggy
CHL2024_053651,2024-10-09,11:20,Mumbai,Goregaon,Auto,No Seatbelt,867,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_053652,2024-08-24,18:18,Chennai,Adyar,Truck,Over Speeding,1736,Paid,2024-08-25,Speed Camera,Yes,On-ground Police,Clear
CHL2024_053653,2024-06-15,01:22,Mumbai,Goregaon,Bike,Over Speeding,2827,Paid,2024-06-25,Speed Camera,No,On-ground Police,Rainy
CHL2024_053654,2024-01-02,10:12,Delhi,Vasant Kunj,Bike,Driving on Wrong Side,1610,Paid,2024-01-08,Speed Camera,Yes,Automated Camera,Clear
CHL2024_053655,2024-01-25,16:58,Pune,Aundh,Bike,No Seatbelt,903,Paid,2024-01-30,CCTV Camera,Yes,On-ground Police,Rainy
CHL2024_053656,2024-02-24,16:14,Delhi,Pitampura,Truck,Over Speeding,2643,Paid,2024-02-28,CCTV Camera,No,On-ground Police,Foggy
CHL2024_053657,2024-03-26,10:50,Surat,Athwa,Bike,Over Speeding,2497,Unpaid,,CCTV Camera,Yes,On-ground Police,Foggy
CHL2024_053658,2024-08-19,07:42,Indore,Rajwada,Bike,Wrong Parking,909,Paid,2024-08-22,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_053659,2024-10-17,17:06,Indore,Bhawarkua,Car,No Helmet,767,Paid,2024-10-23,Traffic Police Handheld,Yes,On-ground Police,Clear
CHL2024_053660,2024-12-02,21:40,Pune,Shivajinagar,Bike,Wrong Parking,1470,Paid,2024-12-02,Speed Camera,No,Automated Camera,Rainy
CHL2024_053661,2024-03-16,20:00,Delhi,Lajpat Nagar,Bike,Over Speeding,2916,Paid,2024-03-31,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053662,2024-02-20,16:37,Chennai,T Nagar,Car,No Seatbelt,930,Paid,2024-02-27,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_053663,2024-08-01,08:08,Ahmedabad,Satellite,Truck,No Helmet,785,Paid,2024-08-11,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_053664,2024-11-10,08:36,Mumbai,Andheri,Bike,No Seatbelt,650,Paid,2024-11-19,CCTV Camera,No,Automated Camera,Clear
CHL2024_053665,2024-01-02,18:42,Chennai,Anna Nagar,Bike,Driving on Wrong Side,1544,Paid,2024-01-07,CCTV Camera,Yes,On-ground Police,Clear
CHL2024_053666,2024-07-30,03:13,Hyderabad,Uppal,Bike,Driving on Wrong Side,1499,Unpaid,,Speed Camera,No,On-ground Police,Clear
CHL2024_053667,2024-06-17,06:12,Delhi,Lajpat Nagar,Auto,Wrong Parking,969,Paid,2024-06-23,Traffic Police Handheld,Yes,Automated Camera,Rainy
CHL2024_053668,2024-06-09,16:00,Delhi,Lajpat Nagar,Car,No Helmet,748,Unpaid,,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_053669,2024-12-07,19:58,Delhi,Karol Bagh,Bike,Driving on Wrong Side,1440,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_053670,2024-07-02,09:03,Mumbai,Goregaon,Bike,Over Speeding,1722,Paid,2024-07-14,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_053671,2024-08-11,09:34,Hyderabad,LB Nagar,Bike,No Helmet,604,Paid,2024-08-17,Speed Camera,No,Automated Camera,Foggy
CHL2024_053672,2024-06-03,20:21,Bengaluru,Yelahanka,Auto,Wrong Parking,987,Unpaid,,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_053673,2024-07-20,09:42,Pune,Baner,Car,Over Speeding,2843,Unpaid,,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_053674,2024-12-01,19:27,Surat,Athwa,Car,Wrong Parking,1353,Paid,2024-12-01,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_053675,2024-03-04,08:31,Chennai,T Nagar,Car,Driving on Wrong Side,1574,Unpaid,,CCTV Camera,No,Automated Camera,Clear
CHL2024_053676,2024-12-13,19:02,Bengaluru,Whitefield,Car,No Seatbelt,786,Paid,2024-12-13,CCTV Camera,No,On-ground Police,Rainy
CHL2024_053677,2024-01-02,18:44,Nagpur,Dharampeth,Bike,Over Speeding,2210,Paid,2024-01-16,CCTV Camera,No,Automated Camera,Foggy
CHL2024_053678,2024-05-03,19:49,Ahmedabad,Vastrapur,Bus,Signal Jumping,1523,Paid,2024-05-17,CCTV Camera,No,On-ground Police,Clear
CHL2024_053679,2024-01-27,16:48,Mumbai,Dadar,Bike,No Helmet,581,Unpaid,,Speed Camera,Yes,Automated Camera,Clear
CHL2024_053680,2024-08-08,10:03,Bengaluru,Marathahalli,Truck,Signal Jumping,1049,Paid,2024-08-23,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053681,2024-07-24,07:18,Mumbai,Powai,Auto,Signal Jumping,1824,Paid,2024-07-27,CCTV Camera,No,On-ground Police,Foggy
CHL2024_053682,2024-07-30,13:04,Bengaluru,BTM,Bike,Signal Jumping,1222,Paid,2024-08-02,CCTV Camera,No,Automated Camera,Foggy
CHL2024_053683,2024-01-31,00:54,Ahmedabad,Thaltej,Auto,No Helmet,660,Paid,2024-02-01,Speed Camera,No,Automated Camera,Clear
CHL2024_053684,2024-09-04,20:50,Ahmedabad,Navrangpura,Bike,No Helmet,566,Paid,2024-09-08,Speed Camera,No,On-ground Police,Foggy
CHL2024_053685,2024-02-21,19:19,Bengaluru,Hebbal,Bike,No Seatbelt,998,Paid,2024-02-27,Speed Camera,No,Automated Camera,Rainy
CHL2024_053686,2024-04-06,05:44,Indore,MR10,Bike,No Helmet,784,Paid,2024-04-07,Speed Camera,Yes,Automated Camera,Clear
CHL2024_053687,2024-03-14,08:48,Pune,Hinjewadi,Auto,Signal Jumping,1830,Paid,2024-03-22,CCTV Camera,No,On-ground Police,Clear
CHL2024_053688,2024-10-26,03:49,Indore,Rajwada,Auto,No Seatbelt,585,Paid,2024-11-01,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_053689,2024-04-07,21:18,Hyderabad,Kukatpally,Car,No Helmet,689,Paid,2024-04-22,Speed Camera,No,On-ground Police,Clear
CHL2024_053690,2024-02-29,10:49,Chennai,Mylapore,Bike,No Helmet,873,Paid,2024-03-07,Speed Camera,No,Automated Camera,Rainy
CHL2024_053691,2024-10-27,05:56,Nagpur,Sadar,Truck,No Seatbelt,697,Unpaid,,Speed Camera,No,Automated Camera,Clear
CHL2024_053692,2024-08-30,10:49,Hyderabad,LB Nagar,Car,No Helmet,886,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_053693,2024-09-23,18:32,Mumbai,Kurla,Bus,Signal Jumping,1924,Paid,2024-10-03,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_053694,2024-10-18,21:04,Hyderabad,Uppal,Bike,No Seatbelt,673,Paid,2024-10-24,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053695,2024-09-25,10:50,Mumbai,Borivali,Truck,No Seatbelt,787,Paid,2024-10-07,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_053696,2024-12-17,09:33,Bengaluru,Hebbal,Auto,Signal Jumping,1050,Paid,2024-12-29,Speed Camera,No,Automated Camera,Clear
CHL2024_053697,2024-05-02,20:45,Indore,Bhawarkua,Bike,No Seatbelt,810,Paid,2024-05-17,Speed Camera,No,On-ground Police,Clear
CHL2024_053698,2024-11-23,19:20,Indore,Rajwada,Car,Signal Jumping,1846,Paid,2024-12-05,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053699,2024-01-25,00:11,Chennai,Anna Nagar,Bike,No Seatbelt,787,Paid,2024-02-08,Speed Camera,No,On-ground Police,Clear
CHL2024_053700,2024-05-28,20:59,Bengaluru,Whitefield,Truck,Wrong Parking,1431,Unpaid,,CCTV Camera,Yes,Automated Camera,Foggy
CHL2024_053701,2024-08-13,18:01,Pune,Kothrud,Truck,No Helmet,644,Paid,2024-08-24,Speed Camera,No,On-ground Police,Clear
CHL2024_053702,2024-01-07,21:08,Pune,Baner,Bike,Over Speeding,2113,Unpaid,,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_053703,2024-11-06,09:49,Pune,Hinjewadi,Auto,Driving on Wrong Side,1306,Paid,2024-11-12,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_053704,2024-06-02,21:51,Pune,Baner,Car,No Helmet,543,Unpaid,,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_053705,2024-01-05,08:32,Chennai,Mylapore,Auto,Wrong Parking,1213,Paid,2024-01-12,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_053706,2024-01-30,06:08,Surat,Adajan,Bike,No Seatbelt,905,Paid,2024-02-12,Speed Camera,No,Automated Camera,Rainy
CHL2024_053707,2024-07-22,21:04,Delhi,Pitampura,Car,No Seatbelt,754,Paid,2024-07-29,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_053708,2024-10-28,10:19,Pune,Kothrud,Bike,Over Speeding,2739,Paid,2024-11-01,Speed Camera,No,Automated Camera,Foggy
CHL2024_053709,2024-11-29,03:53,Bengaluru,Indiranagar,Bike,Signal Jumping,1882,Paid,2024-12-06,CCTV Camera,No,On-ground Police,Rainy
CHL2024_053710,2024-11-15,12:16,Surat,Varachha,Car,Wrong Parking,1474,Paid,2024-11-20,Speed Camera,No,On-ground Police,Rainy
CHL2024_053711,2024-01-19,10:04,Delhi,Karol Bagh,Bike,Wrong Parking,538,Paid,2024-01-24,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_053712,2024-10-01,19:28,Bengaluru,Hebbal,Auto,Wrong Parking,659,Paid,2024-10-16,CCTV Camera,No,On-ground Police,Clear
CHL2024_053713,2024-08-31,01:03,Chennai,Porur,Bike,Over Speeding,2716,Paid,2024-09-10,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053714,2024-12-07,20:39,Surat,Nanpura,Car,Signal Jumping,1237,Paid,2024-12-08,Speed Camera,No,Automated Camera,Clear
CHL2024_053715,2024-08-27,18:00,Bengaluru,Marathahalli,Auto,Driving on Wrong Side,1961,Paid,2024-09-11,Speed Camera,No,On-ground Police,Clear
CHL2024_053716,2024-03-10,19:05,Surat,Piplod,Bike,No Seatbelt,761,Unpaid,,CCTV Camera,No,On-ground Police,Rainy
CHL2024_053717,2024-02-20,19:08,Bengaluru,Yelahanka,Bus,Over Speeding,1637,Paid,2024-02-20,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053718,2024-12-10,10:46,Delhi,Saket,Bike,No Helmet,809,Paid,2024-12-11,Speed Camera,Yes,On-ground Police,Clear
CHL2024_053719,2024-10-17,20:36,Bengaluru,Electronic City,Car,No Helmet,858,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_053720,2024-02-02,19:24,Delhi,Janakpuri,Bike,No Helmet,537,Paid,2024-02-06,CCTV Camera,No,On-ground Police,Clear
CHL2024_053721,2024-09-07,13:51,Chennai,Mylapore,Auto,Signal Jumping,1081,Unpaid,,CCTV Camera,No,Automated Camera,Foggy
CHL2024_053722,2024-10-21,09:27,Delhi,Karol Bagh,Bike,No Seatbelt,964,Paid,2024-10-27,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_053723,2024-04-05,10:16,Ahmedabad,Navrangpura,Car,No Seatbelt,791,Paid,2024-04-11,CCTV Camera,No,On-ground Police,Foggy
CHL2024_053724,2024-09-05,20:25,Bengaluru,Yelahanka,Car,Wrong Parking,628,Unpaid,,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_053725,2024-02-20,10:12,Surat,Nanpura,Bike,No Helmet,851,Paid,2024-02-22,Speed Camera,No,On-ground Police,Rainy
CHL2024_053726,2024-01-25,21:37,Mumbai,Bandra,Truck,No Helmet,744,Paid,2024-01-25,Speed Camera,Yes,On-ground Police,Foggy
CHL2024_053727,2024-08-05,18:13,Indore,MR10,Bike,No Seatbelt,999,Paid,2024-08-13,Speed Camera,Yes,On-ground Police,Clear
CHL2024_053728,2024-02-26,21:59,Ahmedabad,Gota,Auto,Driving on Wrong Side,1173,Paid,2024-03-08,CCTV Camera,Yes,On-ground Police,Foggy
CHL2024_053729,2024-03-08,20:08,Pune,Katraj,Bike,No Helmet,771,Paid,2024-03-21,Speed Camera,No,Automated Camera,Foggy
CHL2024_053730,2024-10-05,21:11,Pune,Aundh,Car,Signal Jumping,1093,Unpaid,,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053731,2024-06-08,19:13,Ahmedabad,Thaltej,Auto,No Seatbelt,708,Paid,2024-06-15,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_053732,2024-02-25,13:00,Pune,Wakad,Car,No Seatbelt,634,Paid,2024-03-01,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_053733,2024-07-22,18:03,Delhi,Rohini,Bus,Driving on Wrong Side,1716,Paid,2024-07-31,CCTV Camera,No,On-ground Police,Rainy
CHL2024_053734,2024-02-22,18:53,Ahmedabad,Paldi,Bike,No Seatbelt,576,Paid,2024-02-29,CCTV Camera,Yes,Automated Camera,Foggy
CHL2024_053735,2024-01-25,18:30,Hyderabad,Kukatpally,Truck,Signal Jumping,1877,Paid,2024-01-28,Speed Camera,Yes,Automated Camera,Clear
CHL2024_053736,2024-03-25,09:13,Chennai,T Nagar,Bike,Signal Jumping,1766,Paid,2024-03-29,Speed Camera,Yes,On-ground Police,Clear
CHL2024_053737,2024-03-18,02:43,Chennai,Anna Nagar,Auto,No Helmet,691,Paid,2024-03-30,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_053738,2024-10-26,21:30,Chennai,Mylapore,Car,Signal Jumping,1488,Paid,2024-11-04,CCTV Camera,No,On-ground Police,Rainy
CHL2024_053739,2024-12-12,19:14,Delhi,Rohini,Car,Over Speeding,2121,Paid,2024-12-21,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053740,2024-08-07,21:03,Indore,Palasia,Bike,Signal Jumping,1658,Unpaid,,Speed Camera,No,On-ground Police,Rainy
CHL2024_053741,2024-12-19,03:18,Hyderabad,Kukatpally,Bike,No Helmet,852,Paid,2024-12-27,Traffic Police Handheld,Yes,On-ground Police,Clear
CHL2024_053742,2024-06-16,20:33,Pune,Kothrud,Bike,No Seatbelt,916,Paid,2024-06-25,Speed Camera,No,On-ground Police,Rainy
CHL2024_053743,2024-02-03,08:47,Surat,Udhna,Bike,Over Speeding,2638,Paid,2024-02-10,CCTV Camera,No,Automated Camera,Foggy
CHL2024_053744,2024-05-10,10:10,Delhi,Karol Bagh,Bike,Driving on Wrong Side,1388,Paid,2024-05-16,Speed Camera,No,Automated Camera,Rainy
CHL2024_053745,2024-12-01,21:43,Indore,Vijay Nagar,Car,Signal Jumping,1049,Paid,2024-12-12,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_053746,2024-03-18,04:20,Mumbai,Kurla,Bike,No Seatbelt,776,Unpaid,,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053747,2024-08-23,19:14,Nagpur,Manish Nagar,Bike,Wrong Parking,638,Paid,2024-09-01,CCTV Camera,No,Automated Camera,Foggy
CHL2024_053748,2024-01-06,15:31,Surat,Vesu,Car,Wrong Parking,994,Paid,2024-01-13,CCTV Camera,No,On-ground Police,Clear
CHL2024_053749,2024-05-06,18:29,Pune,Baner,Bike,No Helmet,670,Paid,2024-05-07,Speed Camera,No,Automated Camera,Clear
CHL2024_053750,2024-11-25,19:41,Mumbai,Dadar,Bike,Over Speeding,2399,Paid,2024-11-30,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_053751,2024-11-10,04:08,Delhi,Vasant Kunj,Car,No Helmet,833,Paid,2024-11-11,Speed Camera,Yes,On-ground Police,Clear
CHL2024_053752,2024-10-17,08:16,Delhi,Saket,Bike,No Seatbelt,509,Paid,2024-10-22,CCTV Camera,No,On-ground Police,Foggy
CHL2024_053753,2024-01-16,13:55,Indore,Bhawarkua,Car,Over Speeding,2367,Paid,2024-01-28,CCTV Camera,Yes,On-ground Police,Rainy
CHL2024_053754,2024-09-27,08:13,Pune,Wakad,Bike,Over Speeding,1988,Paid,2024-10-05,Speed Camera,Yes,On-ground Police,Foggy
CHL2024_053755,2024-08-19,12:46,Surat,Varachha,Bike,Wrong Parking,654,Paid,2024-09-02,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_053756,2024-01-30,21:57,Chennai,Mylapore,Car,Driving on Wrong Side,1921,Paid,2024-02-10,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_053757,2024-05-24,15:51,Chennai,Porur,Auto,No Helmet,886,Paid,2024-06-05,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_053758,2024-07-02,13:50,Surat,Vesu,Auto,No Helmet,605,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_053759,2024-03-12,02:43,Ahmedabad,Thaltej,Bike,Driving on Wrong Side,1360,Paid,2024-03-20,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_053760,2024-10-13,10:34,Pune,Wakad,Car,Driving on Wrong Side,1082,Paid,2024-10-28,CCTV Camera,No,On-ground Police,Clear
CHL2024_053761,2024-05-18,08:48,Delhi,Janakpuri,Bike,Wrong Parking,720,Paid,2024-05-23,Traffic Police Handheld,Yes,On-ground Police,Rainy
CHL2024_053762,2024-12-08,11:37,Hyderabad,Gachibowli,Bike,No Helmet,727,Paid,2024-12-15,Traffic Police Handheld,Yes,Automated Camera,Rainy
CHL2024_053763,2024-09-06,18:53,Delhi,Lajpat Nagar,Car,Signal Jumping,1954,Paid,2024-09-17,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_053764,2024-06-15,04:27,Nagpur,Sadar,Car,No Seatbelt,911,Unpaid,,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_053765,2024-03-16,17:14,Indore,Vijay Nagar,Car,No Helmet,738,Unpaid,,Speed Camera,No,On-ground Police,Clear
CHL2024_053766,2024-04-11,21:39,Mumbai,Kurla,Bus,Wrong Parking,830,Paid,2024-04-17,Speed Camera,Yes,On-ground Police,Foggy
CHL2024_053767,2024-04-02,19:08,Delhi,Rohini,Car,No Helmet,695,Paid,2024-04-09,Speed Camera,Yes,On-ground Police,Clear
CHL2024_053768,2024-02-03,18:39,Nagpur,Trimurti Nagar,Bike,Wrong Parking,1217,Paid,2024-02-03,Speed Camera,No,Automated Camera,Clear
CHL2024_053769,2024-04-28,10:41,Ahmedabad,Satellite,Car,Driving on Wrong Side,1445,Unpaid,,CCTV Camera,No,Automated Camera,Clear
CHL2024_053770,2024-07-22,20:39,Nagpur,Mahal,Car,Over Speeding,1600,Unpaid,,Speed Camera,No,On-ground Police,Rainy
CHL2024_053771,2024-10-13,05:19,Nagpur,Wardha Road,Bike,Signal Jumping,1947,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_053772,2024-08-31,19:49,Chennai,Porur,Auto,No Seatbelt,525,Unpaid,,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_053773,2024-12-04,18:51,Chennai,Tambaram,Bike,Signal Jumping,1958,Paid,2024-12-16,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_053774,2024-11-09,18:18,Pune,Kothrud,Car,No Seatbelt,599,Paid,2024-11-16,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_053775,2024-10-28,18:46,Mumbai,Powai,Car,No Helmet,582,Paid,2024-11-03,Speed Camera,No,Automated Camera,Clear
CHL2024_053776,2024-09-07,20:47,Nagpur,Mankapur,Bike,No Seatbelt,605,Paid,2024-09-22,CCTV Camera,No,On-ground Police,Rainy
CHL2024_053777,2024-09-09,06:19,Mumbai,Andheri,Bike,Wrong Parking,1039,Paid,2024-09-24,Speed Camera,Yes,On-ground Police,Foggy
CHL2024_053778,2024-03-12,18:45,Nagpur,Sadar,Auto,No Helmet,766,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_053779,2024-01-03,21:32,Hyderabad,Secunderabad,Auto,No Seatbelt,501,Paid,2024-01-08,Speed Camera,No,Automated Camera,Foggy
CHL2024_053780,2024-01-20,17:08,Hyderabad,Secunderabad,Truck,Driving on Wrong Side,1931,Paid,2024-02-02,CCTV Camera,No,Automated Camera,Clear
CHL2024_053781,2024-08-24,13:43,Bengaluru,Whitefield,Bike,Signal Jumping,1888,Paid,2024-09-07,CCTV Camera,Yes,Automated Camera,Clear
CHL2024_053782,2024-11-24,12:36,Chennai,Anna Nagar,Car,Over Speeding,2700,Paid,2024-11-25,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_053783,2024-06-28,02:01,Indore,Palasia,Bike,Signal Jumping,1251,Paid,2024-07-01,CCTV Camera,No,Automated Camera,Clear
CHL2024_053784,2024-07-26,08:00,Bengaluru,Indiranagar,Bike,Wrong Parking,1293,Unpaid,,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_053785,2024-03-31,19:19,Indore,Bhawarkua,Bike,Wrong Parking,977,Paid,2024-04-07,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_053786,2024-05-03,08:17,Bengaluru,Indiranagar,Bike,Driving on Wrong Side,1464,Paid,2024-05-09,CCTV Camera,No,Automated Camera,Rainy
CHL2024_053787,2024-11-05,20:51,Chennai,Velachery,Car,Over Speeding,2399,Paid,2024-11-13,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_053788,2024-01-20,10:34,Chennai,Porur,Bike,Signal Jumping,1204,Unpaid,,CCTV Camera,No,On-ground Police,Clear
CHL2024_053789,2024-11-01,20:38,Delhi,Saket,Truck,No Seatbelt,581,Unpaid,,Speed Camera,No,On-ground Police,Foggy
CHL2024_053790,2024-05-13,01:24,Delhi,Rohini,Auto,Signal Jumping,1356,Paid,2024-05-18,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_053791,2024-10-26,21:48,Pune,Shivajinagar,Bike,Signal Jumping,1006,Paid,2024-11-06,CCTV Camera,No,Automated Camera,Clear
CHL2024_053792,2024-12-31,21:27,Chennai,Mylapore,Car,Signal Jumping,1566,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_053793,2024-10-25,22:18,Mumbai,Borivali,Bike,Driving on Wrong Side,1493,Paid,2024-10-30,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_053794,2024-01-12,09:07,Pune,Katraj,Bike,Wrong Parking,955,Unpaid,,Speed Camera,Yes,On-ground Police,Clear
CHL2024_053795,2024-02-03,19:43,Delhi,Pitampura,Bike,No Helmet,594,Paid,2024-02-05,Speed Camera,No,On-ground Police,Foggy
CHL2024_053796,2024-01-12,01:51,Surat,Nanpura,Auto,Over Speeding,2734,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_053797,2024-12-01,19:05,Bengaluru,Hebbal,Bike,Driving on Wrong Side,1184,Paid,2024-12-08,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_053798,2024-04-08,20:24,Mumbai,Kurla,Bike,No Seatbelt,697,Paid,2024-04-22,Speed Camera,No,On-ground Police,Foggy
CHL2024_053799,2024-09-24,18:14,Mumbai,Malad,Bike,Wrong Parking,1205,Paid,2024-10-08,CCTV Camera,No,On-ground Police,Rainy
CHL2024_053800,2024-05-18,18:46,Indore,Vijay Nagar,Bike,No Seatbelt,514,Paid,2024-05-31,Speed Camera,No,Automated Camera,Rainy
CHL2024_053801,2024-01-15,16:38,Nagpur,Sadar,Bike,Wrong Parking,554,Paid,2024-01-17,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_053802,2024-12-10,10:08,Ahmedabad,Maninagar,Car,Signal Jumping,1896,Paid,2024-12-23,CCTV Camera,No,Automated Camera,Foggy
